-2.3871e-14,-0.048803
3.0616e-18,-0.05
0.0015578,-0.049928
0.0030911,-0.049857
0.0046134,-0.049787
0.0057678,-0.049626
0.0068862,-0.04947
0.0079975,-0.049315
0.0091875,-0.049149
0.010687,-0.048796
0.012132,-0.048456
0.013683,-0.048091
0.015137,-0.047604
0.016552,-0.04713
0.018062,-0.046624
0.019482,-0.045996
0.02082,-0.045406
0.022287,-0.044758
0.023553,-0.044053
0.025015,-0.043239
0.026322,-0.042511
0.027515,-0.041694
0.028884,-0.040756
0.030132,-0.039901
0.029821,-0.038116
0.031239,-0.038981
0.032502,-0.037933
0.033685,-0.03695
0.034473,-0.036162
0.035341,-0.035295
0.036139,-0.034497
0.03695,-0.033685
0.037892,-0.03255
0.038838,-0.031411
0.039901,-0.030132
0.040578,-0.029143
0.041207,-0.028225
0.041846,-0.027292
0.042511,-0.026322
0.043088,-0.025285
0.04363,-0.024312
0.044182,-0.023321
0.044758,-0.022287
0.045368,-0.020905
0.045983,-0.019512
0.046624,-0.018062
0.046986,-0.01698
0.047361,-0.015862
0.047716,-0.014804
0.048091,-0.013683
0.048445,-0.012179
0.048786,-0.010729
0.049149,-0.0091875
0.049367,-0.0076217
0.049569,-0.0061757
0.049787,-0.0046134
0.049855,-0.0031402
0.049932,-0.0014749
0.048386,-0.00093837
0.05,0
0.049523,0.0014969
0.04907,0.0029192
0.048623,0.0043233
0.048181,0.0057091
0.047765,0.0070158
0.047285,0.0085222
0.046828,0.0099584
0.04638,0.011365
0.045881,0.01293
0.045403,0.014432
0.044937,0.015896
0.044482,0.017322
0.044059,0.018651
0.043573,0.020178
0.043109,0.021632
0.042658,0.02305
0.042157,0.024621
0.041678,0.026127
0.041211,0.02759
0.040758,0.029014
0.040336,0.030338
0.039852,0.031857
0.039392,0.033303
0.038944,0.034707
0.038451,0.036257
0.037978,0.03774
0.037519,0.039182
0.03707,0.040591
0.03664,0.041942
0.036188,0.043361
0.035719,0.044831
0.03527,0.046243
0.034851,0.047556
0.034371,0.049065
0.033913,0.050501
0.033467,0.051902
0.032972,0.053457
0.032496,0.054949
0.032034,0.056402
0.031582,0.057818
0.029803,0.058075
0.031163,0.059136
0.03068,0.060651
0.030221,0.062092
0.029775,0.063493
0.029282,0.065041
0.02881,0.066523
0.028351,0.067963
0.027906,0.069361
0.026092,0.069625
0.027494,0.070653
0.027022,0.072134
0.026576,0.073534
0.02615,0.074872
0.025691,0.076314
